pinyin	verb	id
li-yong	利用	2204
li-yu	利于	2205
li	立	2206
li-fa	立法	2207
li-guo	立国	2208
li-xiang	立项	2209
li-yu	立于	2210
li-zhi	立志	2211
li-zu	立足	2212
li	力	2213
li-bao	力保	2214
li-cuo	力挫	2215
li-ke	力克	2216
li-qiu	力求	2217
li-tu	力图	2218
li-zheng	力争	2219
lian-ban	联办	2220
lian-he	联合	2221
lian-jie	联接	2222
lian-luo	联络	2223
lian-meng	联盟	2224
lian-shou	联手	2225
lian-tong	联通	2226
lian-wang	联网	2227
lian-xi	联系	2228
lian-yi	联谊	2229
lian-yin	联姻	2230
lian-ying	联营	2231
lian-yun	联运	2232
lian-cheng	连成	2233
lian-jie	连接	2234
lian-pian-lei-du	连篇累牍	2235
lian-tai	连台	2236
lian-tong	连通	2237
lian-wei	连为	2238
lian-jia	廉价	2239
lian-jie	廉洁	2240
lian-jie-feng-gong	廉洁奉公	2241
lian-zheng	廉政	2242
lian	练	2243
liang-duo	良多	2244
liang-hao	良好	2245
liang-chan	量产	2246
liang-ru-wei-chu	量入为出	2247
liang	亮	2248
liang-chu	亮出	2249
liang-xiang	亮相	2250
liang-jie	谅解	2251
liao-shang	疗伤	2252
liao	了	2253
liao-bu-qi	了不起	2254
liao-jie	了解	2255
liao-que	了却	2256
liao-ding	料定	2257
lie	列	2258
lie-chu	列出	2259
lie-dui	列队	2260
lie-ju	列举	2261
lie-ming	列明	2262
lie-ru	列入	2263
lie-wei	列为	2264
lie-zhi	列支	2265
lie-bian	裂变	2266
lie-sha	猎杀	2267
lin-li	林立	2268
lin-lin-zong-zong	林林总总	2269
lin	临	2270
lin-jin	临近	2271
lin-wei-bu-luan	临危不乱	2272
lin-jin	邻近	2273
ling-san	零散	2274
ling-xing	零星	2275
ling-jia	凌驾	2276
ling	灵	2277
ling-huo	灵活	2278
ling-min	灵敏	2279
ling-tong	灵通	2280
ling	领	2281
ling-dao	领导	2282
ling-dao	领到	2283
ling-qu	领取	2284
ling-wu	领舞	2285
ling-xian	领先	2286
ling-xian-yu	领先于	2287
ling-xian	领衔	2288
ling	令	2289
ling-ren-man-yi	令人满意	2290
liu	留	2291
liu-gei	留给	2292
liu-nian	留念	2293
liu-xia	留下	2294
liu-xue	留学	2295
liu	流	2296
liu-chuan	流传	2297
liu-dong	流动	2298
liu-han	流汗	2299
liu-jing	流经	2300
liu-li	流利	2301
liu-lian-wang-fan	流连忘返	2302
liu-lu	流露	2303
liu-ru	流入	2304
liu-shi	流失	2305
liu-tong	流通	2306
liu-wang	流亡	2307
liu-xing	流行	2308
liu-xie	流血	2309
liu-zou	流走	2310
long	隆	2311
long-long	隆隆	2312
long-zhong	隆重	2313
long-duan	垄断	2314
lu-huo-chun-qing	炉火纯青	2315
lu	露	2316
lou-chu	露出	2317
lou-mian	露面	2318
lu-de	录得	2319
lu-qu	录取	2320
lu-yin	录音	2321
lyu-ju	旅居	2322
lyu-xing	旅行	2323
lyu-you	旅游	2324
lyu-xing	履行	2325
lyu	率	2326
shuai-ling	率领	2327
lyu	绿	2328
lyu-you-you	绿油油	2329
lun-hou	轮候	2330
lun-kong	轮空	2331
lun-wei	沦为	2332
lun	论	2333
lun-zheng	论证	2334
luo-lu	裸露	2335
luo-cheng	落成	2336
luo-dao	落到	2337
luo-hou	落后	2338
luo-hou-yu	落后于	2339
luo-hu	落户	2340
luo-jin	落进	2341
luo-ju	落居	2342
luo-kong	落空	2343
luo-ma	落马	2344
luo-shi	落实	2345
luo-xia	落下	2346
luo-xuan	落选	2347
luo-yi-bu-jue	络绎不绝	2348
ma-fan	麻烦	2349
mai-cang	埋藏	2350
mai-xia	埋下	2351
mai	买	2352
mai-dao	买到	2353
mai-duan	买断	2354
mai-mai	买卖	2355
mai-xia	买下	2356
mai-zu	买足	2357
mai	卖	2358
mai-dao	卖到	2359
mai-diao	卖掉	2360
mai-duan	卖断	2361
mai-gei	卖给	2362
mai-chu	迈出	2363
mai-jin	迈进	2364
mai-ru	迈入	2365
mai-shang	迈上	2366
mai-xiang	迈向	2367
man	满	2368
man-huai	满怀	2369
man-huai-xin-xin	满怀信心	2370
man-yi	满意	2371
man-zu	满足	2372
man-yan	蔓延	2373
man	慢	2374
man-yu	慢于	2375
man-yan	漫延	2376
mang	忙	2377
mang-yu	忙于	2378
mao	冒	2379
mao-yi	贸易	2380
mei	没	2381
mo-shou	没收	2382
mei-you	没有	2383
mei-kuang-yu-xia	每况愈下	2384
mei-hao	美好	2385
mei-li	美丽	2386
men-re	闷热	2387
meng-fa	萌发	2388
meng-ya	萌芽	2389
meng-mian	蒙面	2390
meng-shang	蒙上	2391
meng-shou	蒙受	2392
meng-lie	猛烈	2393
meng-zeng	猛增	2394
meng	梦	2395
meng-mei-yi-qiu	梦寐以求	2396
mi-bu	弥补	2397
mi-man	弥漫	2398
mi-bu-ke-fen	密不可分	2399
mi-bu	密布	2400
mi-feng	密封	2401
mi-gao	密告	2402
mi-ji	密集	2403
mi-qie	密切	2404
mian	免	2405
mian-chu	免除	2406
mian-qu	免去	2407
mian-li	勉励	2408
mian-huai	缅怀	2409
mian-dui	面对	2410
mian-lin	面临	2411
mian-shi	面世	2412
mian-shi	面市	2413
mian-xiang	面向	2414
miao-shu	描述	2415
miao-xiang	瞄向	2416
miao-zhun	瞄准	2417
miao-mang	渺茫	2418
miao-qu-heng-sheng	妙趣横生	2419
mie-sha	灭杀	2420
min-gan	敏感	2421
min-jie	敏捷	2422
min-rui	敏锐	2423
ming	明	2424
ming-bai	明白	2425
ming-lang	明朗	2426
ming-lang-hua	明朗化	2427
ming-ling	明令	2428
ming-que	明确	2429
ming-xi	明晰	2430
ming-xian	明显	2431
ming-zheng-an-dou	明争暗斗	2432
ming-zhi	明智	2433
ming-ji	铭记	2434
ming-jiao	名叫	2435
ming-lie	名列	2436
ming-lie-qian-mao	名列前茅	2437
ming-wen-xia-er	名闻遐迩	2438
ming-ling	命令	2439
ming-ming	命名	2440
mo-suo	摸索	2441
mo-guo-yu	莫过于	2442
mo-ming	莫明	2443
mo-xu-you	莫须有	2444
mo-shou-chen-gui	墨守陈规	2445
mo-mo-wu-wen	默默无闻	2446
mou	谋	2447
mou-qiu	谋求	2448
mou-sheng	谋生	2449
mou-zhi	谋职	2450
mu-ji	募集	2451
mu-bu-xia-ji	目不暇给	2452
mu-du	目睹	2453
mu-lin	睦邻	2454
na	拿	2455
na-chu	拿出	2456
na-dao	拿到	2457
na-hui	拿回	2458
na-lai	拿来	2459
na-ru	纳入	2460
na-shui	纳税	2461
nai	乃	2462
nai-lao	耐劳	2463
nan	难	2464
nan-ci-qi-jiu	难辞其咎	2465
nan-de	难得	2466
nan-wang	难忘	2467
nan-yi-wei-ji	难以为继	2468
nan-yi-xiang-xiang	难以想象	2469
nang-kuo	囊括	2470
neng	能	2471
neng-fou	能否	2472
neng-gan	能干	2473
neng-gou	能够	2474
ni	拟	2475
ni-ding	拟定	2476
ni	你	2477
ni-cha	逆差	2478
nian-chan	年产	2479
nian-deng	年登	2480
nian-guo-ban-bai	年过半百	2481
nian-jin	年近	2482
nian-jiu-shi-xiu	年久失修	2483
nian-qing	年轻	2484
niang-cheng	酿成	2485
niang-zhi	酿制	2486
nie	捏	2487
nie-zao	捏造	2488
ning-ju	凝聚	2489
niu-kui	扭亏	2490
niu-kui-wei-ying	扭亏为盈	2491
niu-qu	扭曲	2492
niu-zhuan	扭转	2493
nong-nong	浓浓	2494
nong-yu	浓郁	2495
nong-xu	弄虚	2496
nu-li	努力	2497
nuan-hong-se	暖红色	2498
nuo-yong	挪用	2499
ou-ran	偶然	2500
pa	爬	2501
pa-xia	爬下	2502
pa-xing	爬行	2503
pa	怕	2504
pai-mai	拍卖	2505
pai-she	拍摄	2506
pai-shi	拍实	2507
pai	排	2508
pai-chu	排除	2509
pai-ding	排定	2510
pai-dui	排队	2511
pai-fang	排放	2512
pai-hong	排洪	2513
pai-ming	排名	2514
pai-wei	排位	2515
pai-wu	排污	2516
pai-hang	排行	2517
pai-xu	排序	2518
pai-yan	排演	2519
pai-huai	徘徊	2520
pai	派	2521
pai-chu	派出	2522
pai-fa	派发	2523
pai-qian	派遣	2524
pai-wang	派往	2525
pai-xi	派息	2526
pai-yuan	派员	2527
pai-zhu	派驻	2528
pai-zhu-you	派驻有	2529
pan-sheng	攀升	2530
pan-tan	攀谈	2531
pan-huo	盘活	2532
pan-ju	盘踞	2533
pan	盼	2534
pan-wang	盼望	2535
pan	判	2536
pan-chu	判处	2537
pan-ding	判定	2538
pan-duan	判断	2539
pan-fa	判罚	2540
pan-jue	判决	2541
pang-da	庞大	2542
pang-ting	旁听	2543
pao	跑	2544
pao-bu	跑步	2545
pao-chu	跑出	2546
pei-fei	培肥	2547
pei-xun	培训	2548
pei-yang	培养	2549
pei-yu	培育	2550
pei-zhi	培植	2551
pei	赔	2552
pei-chang	赔偿	2553
pei-tong	陪同	2554
pei-bei	配备	2555
pei-dui	配对	2556
pei-he	配合	2557
pei-jian	配建	2558
pei-shang	配上	2559
pei-tao	配套	2560
pei-you	配有	2561
pei-zhi	配置	2562
pei-fu	佩服	2563
pen-tu	喷涂	2564
peng-bo	蓬勃	2565
peng	捧	2566
peng-de	捧得	2567
peng-hui	捧回	2568
peng-bi	碰壁	2569
peng-dao	碰到	2570
peng-zhuang	碰撞	2571
pi	批	2572
pi-ping	批评	2573
pi-zhun	批准	2574
pi-lu	披露	2575
pi	劈	2576
pi-lin	毗邻	2577
pi-bei	疲惫	2578
pi-lao	疲劳	2579
pi-ruan	疲软	2580
pi-pei	匹配	2581
pian-li	偏离	2582
pian-gou	骗购	2583
pian-hui	骗汇	2584
pian-shui	骗税	2585
piao-yang	飘扬	2586
piao-yi	飘逸	2587
piao-fu	漂浮	2588
piao-liang	漂亮	2589
pie-kai	撇开	2590
pie-xia	撇下	2591
pin-bo	拼搏	2592
pin-fa	频发	2593
pin-fan	频繁	2594
pin-pin	频频	2595
pin-reng	频仍	2596
pin-kun	贫困	2597
pin-ji	贫瘠	2598
pin-qing	聘请	2599
pin-yong	聘用	2600
ping	平	2601
ping-an	平安	2602
ping-dan	平淡	2603
ping-deng	平等	2604
ping-fan	平凡	2605
ping-fen-qiu-se	平分秋色	2606
ping-heng	平衡	2607
ping-huan	平缓	2608
ping-jian	平减	2609
ping-jing	平静	2610
ping-ping-an-an	平平安安	2611
ping-shi	平实	2612
ping-wen	平稳	2613
ping-xi	平息	2614
ping-yi	平抑	2615
ping	凭	2616
ping-jie	凭借	2617
ping	评	2618
ping-chu	评出	2619
ping-gu	评估	2620
ping-jia	评价	2621
ping-lun	评论	2622
ping-shuo	评说	2623
ping-wei	评为	2624
ping-xuan	评选	2625
po-fu-sheng-ming	颇负盛名	2626
po	破	2627
po-bai	破败	2628
po-cai	破财	2629
po-chan	破产	2630
po-chu	破除	2631
po-huai	破坏	2632
po-huo	破获	2633
po-jiu	破旧	2634
po-lang	破浪	2635
po-sui	破碎	2636
po-tu	破土	2637
po-tu-dong-gong	破土动工	2638
po	迫	2639
po-jin	迫近	2640
po-shi	迫使	2641
po-zai-yan-qian	迫在眼前	2642
pu-jiu	扑救	2643
pu-mie	扑灭	2644
pu	铺	2645
pu-lu	铺路	2646
pu-ping	铺平	2647
pu-she	铺设	2648
pu-you	铺有	2649
pu-bian	普遍	2650
pu-ji	普及	2651
pu-tian-tong-qing	普天同庆	2652
pu-tong	普通	2653
pu-zhao	普照	2654
pu-cheng	谱成	2655
pu-qu	谱曲	2656
pu-xie	谱写	2657
qi	期	2658
qi-dai	期待	2659
qi-dai-yi-jiu	期待已久	2660
qi-man	期满	2661
qi-wang	期望	2662
qi-zha	欺诈	2663
qi-guai	奇怪	2664
qi-miao-wu-bi	奇妙无比	2665
qi-shi	歧视	2666
qi-qu-bu-ping	崎岖不平	2667
qi-quan	齐全	2668
qi-tou-bing-jin	齐头并进	2669
qi-kai-de-sheng	旗开得胜	2670
qi-fu	祈福	2671
qi	骑	2672
qi	起	2673
qi-bao	起爆	2674
qi-bu	起步	2675
qi-cao	起草	2676
qi-dao	起到	2677
qi-fei	起飞	2678
qi-fu	起伏	2679
qi-huo	起火	2680
qi-lai	起来	2681
qi-li	起立	2682
qi-shen	起身	2683
qi-su	起诉	2684
qi-tu	企图	2685
qi-dong	启动	2686
qi-hang	启航	2687
qi-yong	启用	2688
qi-chu	砌出	2689
qi-ang-ang	气昂昂	2690
qi	弃	2691
qi-quan	弃权	2692
qia-zhu	掐住	2693
qia-tan	洽谈	2694
qian	牵	2695
qian-tou	牵头	2696
qian-zai-nan-feng	千载难逢	2697
qian	迁	2698
qian-ru	迁到	2699
qian-ru	迁入	2700
qian-zhi	迁址	2701
qian-zhi	迁至	2702
qian	签	2703
qian-ding	签定	2704
qian-ding	签订	2705
qian-fa	签发	2706
qian-shou	签收	2707
qian-shu	签署	2708
qian-shu	签属	2709
qian-yue	签约	2710
qian-zi	签字	2711
qian-fu	前赴	2712
qian-fu-hou-ji	前赴後继	2713
qian-jin	前进	2714
qian-lai	前来	2715
qian-suo-wei-you	前所未有	2716
qian-tu-wu-liang	前途无量	2717
qian-wang	前往	2718
qian-xing	前行	2719
qian-cang	潜藏	2720
qian-xin	潜心	2721
qian-fan	遣返	2722
qian-song	遣送	2723
qian-zou	遣走	2724
qian-ze	谴责	2725
qian	嵌	2726
qian	欠	2727
qian-jiao	欠缴	2728
qiang-sha	枪杀	2729
qiang	强	2730
qiang-da	强大	2731
qiang-diao	强调	2732
qiang-hua	强化	2733
qiang-jing	强劲	2734
qiang-lie	强烈	2735
qiang-ling	强令	2736
qiang-ying	强硬	2737
qiang-yu	强于	2738
qiang-zhi	强制	2739
qiang	抢	2740
qiang-dan	抢单	2741
qiang-gong	抢攻	2742
qiang-jie	抢劫	2743
qiang-jiu	抢救	2744
qiang-xiu	抢修	2745
qiang-zhan	抢占	2746
qiao-ding	敲定	2747
qiao-ji	敲击	2748
qiao-shang	敲上	2749
qiao-xiang	敲响	2750
qiao-qiao	悄悄	2751
qiao-ju	侨居	2752
qie	切	2753
qie-ji	切记	2754
qie-shi	切实	2755
qie-qu	窃取	2756
qin-fan	侵犯	2757
qin-lyue	侵略	2758
qin-ru	侵入	2759
qin-shi	侵蚀	2760
qin-tun	侵吞	2761
qin-zhan	侵占	2762
qin-lin	亲临	2763
qin-qie	亲切	2764
qin-zheng	勤政	2765
qin-huo	擒获	2766
qing-qing	青青	2767
qing	轻	2768
qing-song	轻松	2769
qing-wei	轻微	2770
qing	倾	2771
qing-xiang	倾向	2772
qing-xiao	倾销	2773
qing-xie	倾斜	2774
qing	清	2775
qing-che	清澈	2776
qing-chu	清除	2777
qing-chu	清楚	2778
qing-dan	清淡	2779
qing-li	清理	2780
qing-suan	清算	2781
qing-xi	清晰	2782
qing-xing	清醒	2783
qing-yu	清淤	2784
qing-juan	清隽	2785
qing	晴	2786
qing-you-du-zhong	情有独钟	2787
qing-yuan	情愿	2788
qing	请	2789
qing-lai	请来	2790
qing-qiu	请求	2791
qing-shi	请示	2792
qing	庆	2793
qing-he	庆贺	2794
qing-zhu	庆祝	2795
qiong	穷	2796
qiu	求	2797
qiu-da	求大	2798
qiu-de	求得	2799
qiu-shi	求实	2800
qiu-tong-cun-yi	求同存异	2801
qiu-xue	求学	2802
qiu-zhi	求职	2803
qu	趋	2804
qu-gao	趋高	2805
qu-xiang	趋向	2806
qu-yu	趋于	2807
qu-fen	区分	2808
qu	曲	2809
qu-zhe	曲折	2810
qu-fu	屈服	2811
qu-zhi-ke-shu	屈指可数	2812
qu-che	驱车	2813
qu	取	2814
qu-chang-bu-duan	取长补短	2815
qu-chu	取出	2816
qu-dai	取代	2817
qu-dao	取道	2818
qu-de	取得	2819
qu-er-dai-zhi	取而代之	2820
qu-jing	取经	2821
qu-jue-yu	取决于	2822
qu-ming	取名	2823
qu-sheng	取胜	2824
qu-xiao	取消	2825
qu-yong	取用	2826
qu-zi	取自	2827
qu-zi-yu	取自于	2828
qu	去	2829
qu-hua	去化	2830
qu-shi	去世	2831
quan-wei	权威	2832
quan	全	2833
quan-jun-fu-mo	全军覆没	2834
quan-li-yi-fu	全力以赴	2835
quan-mian	全面	2836
quan-qiu-hua	全球化	2837
quan-shen-er-tui	全身而退	2838
quan-sheng	全胜	2839
quan-xin	全新	2840
quan-shuo	劝说	2841
quan-yu	劝喻	2842
que	缺	2843
que-fa	缺乏	2844
que-ke	缺课	2845
que-shao	缺少	2846
que-zhen	缺阵	2847
que	确	2848
que-bao	确保	2849
que-ding	确定	2850
que-li	确立	2851
que-qie	确切	2852
que-ren	确认	2853
que-xin	确信	2854
ran	燃	2855
ran-shao	燃烧	2856
rang	让	2857
rang-bu	让步	2858
rang-chu	让出	2859
rao-shu	饶恕	2860
rao	绕	2861
rao-kai	绕开	2862
re-ai	热爱	2863
re-lie	热烈	2864
re-qi-teng-teng	热气腾腾	2865
re-qie	热切	2866
re-qing	热情	2867
re-xin	热心	2868
re-zhong-yu	热衷于	2869
ren-tong-ci-xin	人同此心	2870
ren-wei	人为	2871
ren-shou	忍受	2872
ren	任	2873
ren-mian	任免	2874
ren-ming	任命	2875
ren-zhong-er-dao-yuan	任重而道远	2876
ren-ding	认定	2877
ren-gou	认购	2878
ren-gou-yi-kong	认购一空	2879
ren-jiao	认缴	2880
ren-juan	认捐	2881
ren-qing	认清	2882
ren-shi	认识	2883
ren-shu	认输	2884
ren-tong	认同	2885
ren-wei	认为	2886
ren-shen	妊娠	2887
ri-chu-er-zuo	日出而作	2888
ri-jian	日减	2889
ri-luo-er-xi	日落而息	2890
ri-xin-yue-yi	日新月异	2891
rong-deng	荣登	2892
rong-huo	荣获	2893
rong-ying	荣膺	2894
rong	融	2895
rong-he	融合	2896
rong-qia	融洽	2897
rong-ru	融入	2898
rong-zi	融资	2899
rong	容	2900
rong-na	容纳	2901
rong-ren	容忍	2902
rong-yi	容易	2903
rou-cheng	揉成	2904
rou-tong	肉痛	2905
ru	如	2906
ru-chi-ru-zui	如痴如醉	2907
ru-fa	如法	2908
ru-he	如何	2909
ru-hu-tian-yi	如虎添翼	2910
ru-tong	如同	2911
ru-xia	如下	2912
ru-yuan	如愿	2913
ru-yuan-yi-chang	如愿以偿	2914
ru	入	2915
ru-bu-fu-chu	入不敷出	2916
ru-du	入读	2917
ru-gu	入股	2918
ru-jing	入境	2919
ru-ku	入库	2920
ru-qin	入侵	2921
ru-qu	入区	2922
ru-shou	入手	2923
ru-wang	入网	2924
ru-xi	入息	2925
ru-xuan	入选	2926
ru-yu	入狱	2927
ru-zhu	入驻	2928
ruan	软	2929
rui-jian	锐减	2930
ruo	弱	2931
ruo-hua	弱化	2932
sa-jiao	撒娇	2933
san-si	三思	2934
san-tong	三通	2935
san-wu-cheng-qun	三五成群	2936
san-bo	散播	2937
san-bu	散布	2938
san-fa	散发	2939
san-qu	散去	2940
san-ru	散入	2941
san-shi	散失	2942
sang-sheng	丧生	2943
sang-shi	丧失	2944
sao	扫	2945
sao-chu	扫除	2946
sao-di	扫地	2947
sao-huang	扫黄	2948
sha	杀	2949
sha-fu-ji-pin	杀富济贫	2950
sha-hai	杀害	2951
sha-ren-mie-kou	杀人灭口	2952
sha-ru	杀入	2953
sha-si	杀死	2954
shai-xuan	筛选	2955
shan-chu	删除	2956
shan	闪	2957
shan	善	2958
shan-yu	善于	2959
shang	伤	2960
shang-hai	伤害	2961
shang-wang	伤亡	2962
shang-yu	伤愈	2963
shang-ding	商定	2964
shang-pin-hua	商品化	2965
shang-tan	商谈	2966
shang-tao	商讨	2967
shang-ye-hua	商业化	2968
shang	上	2969
shang-an	上岸	2970
shang-ban	上班	2971
shang-chang	上场	2972
shang-che	上车	2973
shang-cheng	上乘	2974
shang-dang	上当	2975
shang-gang	上岗	2976
shang-jiao	上缴	2977
shang-ke	上课	2978
shang-lai	上来	2979
shang-ma	上马	2980
shang-men	上门	2981
shang-qian	上前	2982
shang-qu	上去	2983
shang-ren	上任	2984
shang-sheng	上升	2985
shang-shi	上市	2986
shang-su	上诉	2987
shang-tai	上台	2988
shang-wang	上网	2989
shang-xue	上学	2990
shang-yan	上演	2991
shang-yang	上扬	2992
shang-zhang	上涨	2993
shao-jiao	烧焦	2994
shao	少	2995
shao-nian-de-zhi	少年得志	2996
shao-shu	少数	2997
shao-yu	少于	2998
she	摄	2999
she-ru	射入	3000
she	涉	3001
she-ji	涉及	3002
she-xian	涉嫌	3003
she-zu	涉足	3004
she-hui-hua	社会化	3005
she	设	3006
she-chang	设厂	3007
she-ding	设定	3008
she-fa	设法	3009
she-fang	设防	3010
she-ji	设计	3011
she-jiang	设奖	3012
she-ka	设卡	3013
she-li	设立	3014
she-you	设有	3015
she-zai	设在	3016
she-zhi	设置	3017
shen-ban	申办	3018
shen-bao	申报	3019
shen-ming	申明	3020
shen-qing	申请	3021
shen	伸	3022
shen-chu	伸出	3023
shen-ru	伸入	3024
shen-shou	伸手	3025
shen-chu	身处	3026
shen-chuan	身穿	3027
shen-jian	身兼	3028
shen-shou-bu-fan	身手不凡	3029
shen-zai	身在	3030
shen-zhuo	身着	3031
shen	深	3032
shen-biao	深表	3033
shen-gan	深感	3034
shen-hou	深厚	3035
shen-hua	深化	3036
shen-ke	深刻	3037
shen-qie	深切	3038
shen-ru	深入	3039
shen-shen	深深	3040
shen-shou	深受	3041
shen-si	深思	3042
shen-xin	深信	3043
shen-xin-bu-yi	深信不疑	3044
shen-yuan	深远	3045
shen-zhong	深重	3046
shen-sui	深邃	3047
shen-chai-gui-shi	神差鬼使	3048
shen-mi	神秘	3049
shen-sheng	神圣	3050
chen-tong	沈痛	3051
shen	审	3052
shen-ding	审定	3053
shen-he	审核	3054
shen-ji	审计	3055
shen-jie	审结	3056
shen-li	审理	3057
shen-pan	审判	3058
shen-pi	审批	3059
shen-shen	审慎	3060
shen-shi	审视	3061
shen-yi	审议	3062
shen-ru	渗入	3063
sheng-cheng	声称	3064
sheng-ming	声明	3065
sheng-ming-que-qi	声名鹊起	3066
sheng-yuan	声援	3067
sheng	生	3068
sheng-bing	生病	3069
sheng-chan	生产	3070
sheng-cun	生存	3071
sheng-huan	生还	3072
sheng-huo	生活	3073
sheng-meng	生猛	3074
sheng-pa	生怕	3075
sheng-xia	生下	3076
sheng-xiao	生效	3077
sheng	升	3078
sheng-dao	升到	3079
sheng-gao	升高	3080
sheng-ge	升格	3081
sheng-ji	升级	3082
sheng-kong	升空	3083
sheng-miao	升锚	3084
sheng-qi	升起	3085
sheng-teng	升腾	3086
sheng-wei	升为	3087
sheng-wen	升温	3088
sheng-xue	升学	3089
sheng-zhi	升值	3090
sheng-zhi	升至	3091
sheng-zhi-yi-fa	绳之以法	3092
sheng	省	3093
sheng	盛	3094
sheng-kai	盛开	3095
sheng-zan	盛赞	3096
sheng	剩	3097
sheng-xia	剩下	3098
sheng-yu	剩余	3099
sheng-yu	剩馀	3100
sheng	胜	3101
sheng-li	胜利	3102
shi	失	3103
shi-bai	失败	3104
shi-li	失利	3105
shi-qu	失去	3106
shi-shi	失实	3107
shi-wang	失望	3108
shi-wu	失误	3109
shi-xiao	失效	3110
shi-zhi-jiao-bi	失之交臂	3111
shi-gong	施工	3112
shi-jia	施加	3113
shi-jiao	施教	3114
shi-xing	施行	3115
shi-ze-hou-shi	施泽后世	3116
shi-yong	食用	3117
shi	实	3118
shi-jian	实践	3119
shi-shi	实施	3120
shi-shi-zai-zai	实实在在	3121
shi-shi-qiu-shi	实事求是	3122
shi-xi	实习	3123
shi-xian	实现	3124
shi-xing	实行	3125
shi-yong	实用	3126
shi	识	3127
shi-bie	识别	3128
shi-wu-qian-li	史无前例	3129
shi	使	3130
shi-de	使得	3131
shi-yong	使用	3132
shi-jian-yu	始建于	3133
shi-yu	始于	3134
shi-zhong-bu-yu	始终不渝	3135
shi-wei	示威	3136
shi-guan	事关	3137
shi-guan-zhong-da	事关重大	3138
shi-qu	逝去	3139
shi-shi	逝世	3140
shi-ru-po-zhu	势如破竹	3141
shi	是	3142
shi-dang	适当	3143
shi-feng	适逢	3144
shi-he	适合	3145
shi-shi	适时	3146
shi-yi	适宜	3147
shi-ying	适应	3148
shi-yong	适用	3149
shi-yong-yu	适用于	3150
shi-yu	适于	3151
shi-fang	释放	3152
shi-chang-hua	市场化	3153
shi	视	3154
shi-cha	视察	3155
shi-tong	视同	3156
shi-wei	视为	3157
shi-zuo	视作	3158
shi	试	3159
shi-ban	试办	3160
shi-che	试车	3161
shi-dian	试点	3162
shi-hang	试航	3163
shi-tu	试图	3164
shi-yan	试验	3165
shou	收	3166
shou-bian	收编	3167
shou-bing	收兵	3168
shou-dao	收到	3169
shou-fei	收费	3170
shou-fu	收复	3171
shou-gou	收购	3172
shou-hui	收回	3173
shou-ji	收集	3174
shou-jiao	收缴	3175
shou-lu	收录	3176
shou-pan	收盘	3177
shou-qu	收取	3178
shou-shi	收拾	3179
shou-yang	收养	3180
shou-yi	收益	3181
shou-yu	收于	3182
shou-zhai	收窄	3183
shou-chi	手持	3184
shou-ruan	手软	3185
shou-chuang	首创	3186
shou-dang-qi-chong	首当其冲	3187
shou-yan	首演	3188
shou	守	3189
shou-hu	守护	3190
shou-gei	授给	3191
shou-ke	授课	3192
shou-quan	授权	3193
shou-yu	授予	3194
shou	售	3195
shou-chu	售出	3196
shou-jia	售价	3197
shou	受	3198
shou-chuang	受创	3199
shou-cuo	受挫	3200
shou-dao	受到	3201
shou-gu	受雇	3202
shou-hui	受贿	3203
shou-li	受理	3204
shou-ming-yu	受命于	3205
shou-pian	受骗	3206
shou-pin	受聘	3207
shou-qi	受气	3208
shou-shang	受伤	3209
shou-sun	受损	3210
shou-xian-yu	受限於	3211
shou-yi	受益	3212
shou-yi-yu	受益于	3213
shou-zai	受灾	3214
shou-zhi-yu	受制于	3215
shou-zhu	受助	3216
shou-zu	受阻	3217
shu	输	3218
shu-chu	输出	3219
shu-qi	输棋	3220
shu-qiu	输球	3221
shu-ru	输入	3222
shu-song	输送	3223
shu-wang	输往	3224
shu-shi	舒适	3225
shu-xie	书写	3226
shu	熟	3227
shu-shi-wu-du	熟视无睹	3228
shu	属	3229
shu-shi	属实	3230
shu-xia	属下	3231
shu-yu	属于	3232
shu-yu	属於	3233
shu-li	树立	3234
shua-xin	刷新	3235
shuai	衰	3236
shuai-luo	衰落	3237
shuai-tui	衰退	3238
shuai-qi	帅气	3239
shuang-guan-qi-xia	双管齐下	3240
shui-hui	水毁	3241
shui	睡	3242
shun-cha	顺差	3243
shun-li	顺利	3244
shun-ying	顺应	3245
shuo	说	3246
shuo-hua	说话	3247
shuo-ming	说明	3248
shuo-qi	说起	3249
si-kai	撕开	3250
si-kao	思考	3251
si	死	3252
si-hui-fu-ran	死灰复燃	3253
si-qu	死去	3254
si-wang	死亡	3255
si-yu	死于	3256
si-wu-ji-dan	肆无忌惮	3257
si-tong-ba-da	四通八达	3258
si-hou	伺候	3259
si-hu	似乎	3260
song-xie	松懈	3261
song-li	耸立	3262
song	送	3263
song-bie	送别	3264
song-da	送达	3265
song-dao	送到	3266
song-huo	送货	3267
song-jiao	送交	3268
song-ru	送入	3269
song-shang	送上	3270
song-wang	送往	3271
song-xing	送行	3272
song-zeng	送赠	3273
sou-cha	搜查	3274
sou-ji	搜集	3275
su-mu	肃穆	3276
suan	算	3277
suan-qi	算起	3278
suan-shi	算是	3279
sui	随	3280
sui-xin-suo-yu	随心所欲	3281
sui	遂	3282
sun-hai	损害	3283
sun-huai	损坏	3284
sun-shi	损失	3285
suo-duan	缩短	3286
suo-jian	缩减	3287
suo-shui	缩水	3288
suo-xiao	缩小	3289
suo-pei	索赔	3290
suo-qu	索取	3291
suo-ding	锁定	3292
suo-zai	所在	3293
ta-xia	塌下	3294
ta	踏	3295
